,placekey,location_name,top_category,naics_code,poi_cbg
15060,zzw-225@628-pmb-5mk,Salty's Seafood & Ice Cream Shack,Restaurants and Other Eating Places,722511,421010006001.0
15061,zzw-226@628-p9p-qj9,Howdy's Fruit and Produce,Grocery Stores,445110,421010356012.0
15062,zzw-226@628-pmf-mtv,Pipeline Management,Other Financial Investment Activities,523930,421010004022.0
15063,zzy-222@628-pfx-kzz,The Towpath,"Museums, Historical Sites, and Similar Institutions",712190,421010214004.0
15064,zzy-222@628-pgb-mff,Fairmount Park Welcome Center,"Museums, Historical Sites, and Similar Institutions",712190,421010140001.0
15065,zzy-222@628-pjb-9xq,Christ Center Church Of God Inc,Religious Organizations,813110,421010267003.0
15066,zzy-222@63s-dvy-mrk,Pine Arms Techno Island,Other Personal Services,812990,421010088024.0
15067,zzy-223@628-ph8-qj9,Mattress by Appointment,Furniture Stores,442110,421010098011.0
15068,zzy-22k@628-pmb-7yv,Condiment,Specialty Food Stores,445299,421010005001.0
15069,zzz-222@628-p77-yjv,Holy Family College,"Museums, Historical Sites, and Similar Institutions",712190,421010352001.0
15070,zzz-222@628-pgb-d35,Park Towne,"Museums, Historical Sites, and Similar Institutions",712190,421010125003.0
15071,zzz-222@63s-dwf-9mk,Eastwick Park,"Museums, Historical Sites, and Similar Institutions",712190,421010060001.0
15072,222-222@628-pfy-2ff,Phoebes Bar B Q,Restaurants and Other Eating Places,722511,421010216001.0
15073,222-222@628-pg5-35z,Save-A-Lot,Grocery Stores,445110,421010389003.0
15074,222-222@628-pj5-6hq,Home Gallery Furniture,Furniture Stores,442110,421010174002.0
15075,222-222@628-pj5-gff,Purcell Tire Co Philadelphia,"Automotive Parts, Accessories, and Tire Stores",441320,421010383003.0
15076,222-222@628-pnx-6tv,Bistro Sorriso,Restaurants and Other Eating Places,722511,421010367001.0
15077,222-223@628-p9q-wff,Maternity B V M,Religious Organizations,813110,421010345023.0
15078,222-224@628-p9k-r8v,The Union Tap,Restaurants and Other Eating Places,722511,421010361002.0
15079,222-224@628-pgj-2ff,Pita & Co,Restaurants and Other Eating Places,722511,421010146001.0
15080,223-222@628-pj3-gx5,,,0,421010244001.0
15081,223-222@63s-dvv-sbk,Dunkin',Restaurants and Other Eating Places,722515,421010064003.0
15082,224-222@628-p7w-rp9,New East,Restaurants and Other Eating Places,722511,421010315021.0
15083,224-222@628-p8f-575,Bridesburg Spine And Injury Clinic,Offices of Other Health Practitioners,621310,421010183003.0
15084,224-222@628-phy-s89,Sam & Son's Auto Repair,Automotive Repair and Maintenance,8111,421010383001.0
15085,224-222@63s-dvy-y5f,University City Family Mdcnnvrsty of Pnnsylvna Hlt,Offices of Physicians,621111,421010086012.0
15086,225-225@628-p8d-dqf,Mom Mom's Kitchen and Polish Food Cart,Restaurants and Other Eating Places,722511,421010183003.0
15087,226-222@628-phz-nqz,Harrowgate Shopping Center,Lessors of Real Estate,531120,421010192002.0
15088,226-222@628-pnw-st9,Aura,Drinking Places (Alcoholic Beverages),722410,421010367001.0
15089,227-222@628-p77-v4v,Alpha House Nursery & Kindergarten,Elementary and Secondary Schools,611110,421010352001.0
15090,227-223@628-pnt-3qz,Jr's Place,Restaurants and Other Eating Places,722511,421010160006.0
15091,229-222@628-pfy-zmk,Verilife Medical Marijuana Dispensary,Health and Personal Care Stores,446110,421010210004.0
15092,229-222@628-pj5-8y9,Full Gospel Baptist Church Ministries,Religious Organizations,813110,421010200001.0
15093,22d-222@628-p74-vfz,Liberty Bell Bicycle,"Sporting Goods, Hobby, and Musical Instrument Stores",451110,421010329005.0
15094,22d-222@628-pfw-rhq,Crown of Life Ministery of Christ,Religious Organizations,813110,421010242002.0
15095,22d-222@628-pjg-6c5,Lewin Barbara R PHD,Offices of Physicians,621111,421010385001.0
15096,22d-222@628-pmd-v75,Gusto Pizzeria,Restaurants and Other Eating Places,722511,421010008011.0
15097,22d-223@628-pg9-xwk,Love Park Pizza and Chicken,Restaurants and Other Eating Places,722511,421010133002.0
15098,22g-222@628-pg2-kxq,Barry John Commodore Club,Drinking Places (Alcoholic Beverages),722410,421010237003.0
15099,22g-222@628-pnz-p5f,Richmond A Plus,Automotive Repair and Maintenance,8111,421010379006.0
15100,22g-223@628-p82-p5f,Rite Aid,Health and Personal Care Stores,446110,421010313004.0
15101,22j-222@628-pm9-zvf,Emmy Squared Queen Village,Restaurants and Other Eating Places,722511,421010016001.0
15102,22k-222@628-p8m-7t9,AutoZone,"Automotive Parts, Accessories, and Tire Stores",441310,421010319001.0
15103,22k-222@628-pgk-2rk,Rodriguez Grocery,Grocery Stores,445110,421010173002.0
15104,22k-222@628-pnt-sh5,Rose Garden Flower Shop,Florists,453110,421010180024.0
15105,22n-222@628-pmb-k75,Nature's Way Medicine,Health and Personal Care Stores,446110,421010001002.0
15106,22n-222@63s-dvx-v2k,Elmwood Community Methodist Church,Religious Organizations,813110,421010078005.0
15107,22q-222@628-p75-9xq,American Autosound,Electronics and Appliance Stores,443142,421010349003.0
15108,22q-222@628-pm9-649,Homegrown Coffee and Creations,Restaurants and Other Eating Places,722511,421010039021.0
15109,22q-223@628-pgf-dd9,University Pizza & Wings,Restaurants and Other Eating Places,722511,421010088022.0
15110,22s-222@628-pmf-j5f,McDonald's,Restaurants and Other Eating Places,722513,421010008041.0
15111,22t-222@628-p86-6c5,Universal Auto Repair,Automotive Repair and Maintenance,8111,421010341005.0
15112,22y-223@628-pmd-zfz,Porcos Porchetteria,Restaurants and Other Eating Places,722511,421010020001.0
15113,232-222@628-phy-66k,Milan's Restaurant,Restaurants and Other Eating Places,722511,421010288001.0
15114,233-222@628-pj9-jvz,Soul Kitchen,Restaurants and Other Eating Places,722511,421010278001.0
15115,233-224@63s-dvr-xqz,Unity Temple Church of God In Christ In Phila,Religious Organizations,813110,421010071011.0
15116,235-222@628-pm4-jy9,Sweet Memories Chocolates,"Office Supplies, Stationery, and Gift Stores",453220,421010024001.0
15117,236-223@628-pj4-y7q,Wellcare Pharmacy 3,Health and Personal Care Stores,446110,421010200002.0
15118,237-222@628-pgj-dsq,Hok Heng,Restaurants and Other Eating Places,722511,421010147001.0
15119,23c-222@63s-dvx-6x5,Williamson John,Automotive Repair and Maintenance,8111,421010111002.0
15120,23d-222@628-p8h-5zz,El Rancho Restaurant,Restaurants and Other Eating Places,722511,421010325003.0
15121,23f-222@628-p7x-nyv,Mayfair Presbyterian Church,Religious Organizations,813110,421010331011.0
15122,23f-222@628-pnw-mc5,La Iglesia Alianza Hispana De Philadelphia,Religious Organizations,813110,421010142002.0
15123,23h-224@628-pmd-rtv,Sally,Restaurants and Other Eating Places,722511,421010008011.0
15124,23m-222@628-pm4-mc5,Koukouzeli,Restaurants and Other Eating Places,722511,421010024003.0
15125,23n-222@628-pgh-3yv,Wayne & Berkley II,Restaurants and Other Eating Places,722511,421010202004.0
15126,23q-222@628-pm4-hdv,Miss Rachel's Pantry,"Sporting Goods, Hobby, and Musical Instrument Stores",451120,421010039014.0
15127,23t-222@628-p7w-zpv,Hot Looks Hair Salon,Personal Care Services,81211,421010315015.0
15128,23v-223@628-pp5-cnq,Amancio Dollar Outlet,Grocery Stores,445110,421010178001.0
15129,23w-222@628-pnx-cdv,Belgrade Deli,Restaurants and Other Eating Places,722513,421010158005.0
15130,23y-222@628-pm5-nyv,Peanut & Pals Inc,Child Day Care Services,624410,421010372004.0
15131,247-222@628-pmc-sdv,Carolyn Marcinkiewicz,Other Amusement and Recreation Industries,713940,421010017001.0
15132,247-222@628-pnw-y7q,Chosen Family Home Care,Home Health Care Services,621610,421010142002.0
15133,248-222@628-pj9-zpv,Mr Pizza,Restaurants and Other Eating Places,722511,421010274013.0
15134,248-222@628-pm4-m49,Devil's Den,Restaurants and Other Eating Places,722511,421010023001.0
15135,24j-222@628-pp5-rc5,Catered 2 Perfection,Special Food Services,722320,421010177025.0
15136,24n-222@628-pgg-w8v,Bobs Hardware,Building Material and Supplies Dealers,4441,421010169011.0
15137,256-223@628-p8h-vpv,Metrograce Church Planting Center At Crossroads Grace Brethren Churc,Religious Organizations,813110,421010329003.0
15138,259-222@628-pm8-d5f,Amato's Deli Restaurant,Restaurants and Other Eating Places,722511,421010039023.0
15139,25q-222@628-pm3-syv,Zaccone & Petrone,Offices of Physicians,621111,421010029001.0
15140,zzw-222@628-p77-xyv,ConocoPhillips,Gasoline Stations,447110,421010353011.0
15141,zzw-222@628-p8h-sh5,Prestige Optics,Automotive Repair and Maintenance,8111,421010381002.0
15142,zzw-222@628-p8j-4d9,Americas Quality Tire,"Automotive Parts, Accessories, and Tire Stores",441320,421010381002.0
15143,zzw-222@628-p9k-swk,Social Media Club,"Advertising, Public Relations, and Related Services",5418,421010360001.0
15144,zzw-222@628-p9w-pjv,Cinderella Wedding Co,Personal Care Services,81211,421010358001.0
15145,zzw-222@628-pg4-6hq,Karen Singer Tileworks,Other Miscellaneous Store Retailers,453920,421010246001.0
15146,zzw-222@628-pgj-xkf,AutoZone,"Automotive Parts, Accessories, and Tire Stores",441310,421010166001.0
15147,zzw-222@628-pgk-hkf,Pennsylvania Dragon Boat Club,Other Amusement and Recreation Industries,713940,421019800001.0
15148,zzw-222@628-phy-5pv,Kenny's Auto Repair,Automotive Repair and Maintenance,8111,421010287002.0
15149,zzw-222@628-pmb-rc5,Positano Coast by Aldo Lamberti,Restaurants and Other Eating Places,722511,421010010023.0
15150,zzw-222@63s-dvy-dn5,Fred's Water Ice,Restaurants and Other Eating Places,722515,421010071013.0
15151,zzw-223@628-p74-cyv,Progress Physical Therapy,Offices of Other Health Practitioners,621340,421010329001.0
15152,zzw-223@628-p7x-djv,Boris Fridman DMD,Offices of Dentists,621210,421010313002.0
15153,zzw-223@628-phy-7wk,Carlson Auto Center,Automotive Repair and Maintenance,8111,421010287002.0
15154,zzw-223@628-pj3-v75,Cooke Jay Ms,Elementary and Secondary Schools,611110,421010283003.0
15155,zzw-223@628-pm4-dd9,Pets and the City Philly,Other Personal Services,812910,421010040013.0
15156,zzw-223@628-pmb-gx5,Honey Bee Gourmet Deli,Restaurants and Other Eating Places,722513,421010011022.0
15157,zzw-223@628-pp5-h89,Richmond Sch,Elementary and Secondary Schools,611110,421010180012.0
15158,zzw-223@63s-dw9-x3q,Afaze,Clothing Stores,4481,421019804001.0
15159,zzw-224@628-phn-87q,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452319,421010259001.0
15160,zzw-225@628-ph8-qpv,City Line Deli & Frank's Catering,Restaurants and Other Eating Places,722513,421010098011.0
15161,zzw-225@628-pnz-x3q,Northeastern Hospital School Of Nursing,Technical and Trade Schools,611519,421010382002.0
15162,zzw-226@628-p9r-xqz,C4 Auto Repair,Automotive Repair and Maintenance,8111,421010365022.0
15163,zzw-227@628-pmb-87q,Rittenhouse Needlepoint,Other Miscellaneous Store Retailers,453920,421010005001.0
15164,zzw-22d@628-pmf-jjv,W R Berkley,Management of Companies and Enterprises,551114,421010004022.0
15165,zzw-22f@628-pmf-6ff,Megan S Lim MD PhD,Offices of Physicians,621111,421010369002.0
15166,zzy-222@628-pjf-k4v,Free Library of Phila,Other Information Services,519120,421010257003.0
15167,zzy-222@628-pp2-6rk,Wawa,Grocery Stores,445120,421010379004.0
15168,zzy-222@63s-dvy-pgk,New York Gyro Truck,Restaurants and Other Eating Places,722511,421010087021.0
15169,zzy-223@628-phz-mzf,Auto Parts Outlet Philadelphia,Automotive Repair and Maintenance,811111,421010383001.0
15170,zzz-222@628-p8f-cqz,Wilmot Park Playground,Other Amusement and Recreation Industries,713990,421010300005.0
15171,zzz-222@628-pj3-fxq,Happy Hollow Playground,Other Amusement and Recreation Industries,713990,421010244001.0
15172,222-222@628-p86-6kz,McNally's On Rhawn,Drinking Places (Alcoholic Beverages),722410,421010341005.0
15173,222-222@628-p8t-4d9,Dynasty Buffet,Restaurants and Other Eating Places,722513,421010363011.0
15174,222-222@628-p9j-z4v,United Refrigeration,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",423740,421019803001.0
15175,222-222@628-pgc-k2k,Discovery Charter School,Elementary and Secondary Schools,611110,421010111001.0
15176,222-222@628-phc-rkz,Metro by T Mobile Authorized Dealer,Electronics and Appliance Stores,443142,421010120002.0
15177,222-223@628-pjb-75z,ConocoPhillips,Gasoline Stations,447110,421010268004.0
15178,222-224@628-pmb-yqf,Chubby Cattle Lounge,Restaurants and Other Eating Places,722511,421010002001.0
15179,222-224@628-pmf-hkf,Paganos Market and Bar,Restaurants and Other Eating Places,722511,421010004011.0
15180,222-226@628-pgf-ty9,Light The Night,Printing and Related Support Activities,3231,421019800001.0
15181,223-222@628-pm5-9pv,Popeyes Louisiana Kitchen,Restaurants and Other Eating Places,722513,421010372004.0
15182,223-223@628-pgb-4sq,Solomon Charter School Inc,Elementary and Secondary Schools,611110,421010376002.0
15183,224-222@628-pmb-cwk,Sansom Kabob House,Restaurants and Other Eating Places,722511,421010015002.0
15184,224-222@628-pmd-tvz,The Indie Shelf,Health and Personal Care Stores,446120,421010013001.0
15185,225-222@628-pj9-2tv,Cricket Wireless Authorized Retailer,Wired and Wireless Telecommunications Carriers,517312,421010276002.0
15186,225-222@628-pmd-wtv,Cadence Cycling Centers Center City,"Sporting Goods, Hobby, and Musical Instrument Stores",451110,421010008011.0
15187,226-222@628-pj4-8y9,Adley Automotive Group,Automotive Repair and Maintenance,8111,421010244003.0
15188,226-223@628-p9p-5cq,Calvary Evangelical Lutheran Church,Religious Organizations,813110,421010356011.0
15189,227-222@628-p9n-2tv,Farmers Insurance Group,"Agencies, Brokerages, and Other Insurance Related Activities",524210,421010353022.0
15190,227-222@628-pp4-nwk,One Pound Cheesesteaks,Restaurants and Other Eating Places,722511,421010161002.0
15191,227-223@628-pj4-mrk,Bill's Auto Repairs,Automotive Repair and Maintenance,8111,421010199004.0
15192,228-222@628-pmb-87q,Chili's Grill & Bar,Restaurants and Other Eating Places,722511,421010005001.0
15193,228-222@63s-dvq-kpv,Rodriguez Food Market,Grocery Stores,445110,421010083023.0
15194,228-223@628-pmf-kcq,Saxbys Rittenhouse,Restaurants and Other Eating Places,722515,421010008032.0
15195,228-22k@628-p85-hkf,Philly Bar and Restaurant,Restaurants and Other Eating Places,722511,421010346001.0
15196,229-222@628-p9q-v75,Grant Auto Clinic,Automotive Repair and Maintenance,8111,421010345022.0
15197,22b-222@628-pj8-f2k,Little Charlie's Daycare,Child Day Care Services,624410,421010302005.0
15198,22b-222@63s-dvy-9cq,Chili Garden,Restaurants and Other Eating Places,722511,421010078005.0
15199,22d-222@628-p8m-q75,Frankford Health Pharmacy,General Medical and Surgical Hospitals,622110,421010300007.0
15200,22d-222@628-pm4-3kf,Bok,Administration of Economic Programs,926120,421010041014.0
15201,22g-222@628-pm9-w6k,Society Hill Hotel,Traveler Accommodation,721110,421010001001.0
15202,22h-222@628-pg2-psq,Nostalgic Eye Care,Offices of Other Health Practitioners,621320,421010237002.0
15203,22h-222@628-pnx-qxq,Evangelical Church of Christ,Religious Organizations,813110,421010156001.0
15204,22j-223@628-pmb-v75,Buk Chon Korean Cuisine,Restaurants and Other Eating Places,722511,421010010021.0
15205,22k-222@628-p7b-xyv,Volgraf Chiropractic Centre,Offices of Other Health Practitioners,621310,421010348022.0
15206,22m-222@628-pnw-xbk,Seven Mountains Spirit Fist Kung Fu,Other Schools and Instruction,611620,421010141001.0
15207,22n-222@628-pmb-whq,Sang Kee Peking Duck House,Restaurants and Other Eating Places,722511,421010002001.0
15208,22n-223@628-pfw-pjv,Woodlawn Foreign Car Service,Automotive Repair and Maintenance,8111,421010240001.0
15209,22p-222@628-p84-w8v,Atlas Appliance,Electronics and Appliance Stores,443141,421010347023.0
15210,22q-222@628-php-brk,City Of Zion Deliverance Healing And Evangelistic Center,Religious Organizations,813110,421010259005.0
15211,22r-222@628-pg4-m6k,Kingston City Restaurant,Restaurants and Other Eating Places,722511,421010247001.0
15212,22r-222@628-pg9-wc5,Green Room,Drinking Places (Alcoholic Beverages),722410,421010134023.0
15213,22r-222@628-pgf-sh5,Shake Rattle & Roll Learning Center,Child Day Care Services,624410,421010090003.0
15214,22r-222@628-pm5-sdv,KFC,Restaurants and Other Eating Places,722513,421010042022.0
15215,22s-222@628-pj6-hkf,MT Breakfast Lunch Restaurant,Restaurants and Other Eating Places,722511,421010274024.0
15216,22s-222@628-pmf-s3q,PennMark Pharmacy,Health and Personal Care Stores,446110,421010012022.0
15217,22s-224@628-pnw-wff,CrossFit Love,Other Amusement and Recreation Industries,713940,421010142002.0
15218,22v-222@628-p8j-bx5,Leneghan's Crusader Inn,Drinking Places (Alcoholic Beverages),722410,421010331012.0
15219,22v-222@628-pmb-bp9,Beginnings Learning Center,Child Day Care Services,624410,421010015002.0
15220,22v-223@628-pmf-s89,Flywheel,Other Amusement and Recreation Industries,713940,421010008043.0
15221,22w-222@628-phy-kxq,Rodreguec Grocery,Grocery Stores,445110,421010286003.0
15222,22x-222@628-pg4-hyv,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452319,421010241001.0
15223,22y-222@628-ph6-6zf,New Life Day Care,Child Day Care Services,624410,421010114006.0
15224,233-222@628-pmb-66k,Yogorino,Restaurants and Other Eating Places,722515,421010006001.0
15225,233-222@628-pmb-6p9,Dos Tacos,Restaurants and Other Eating Places,722511,421010007002.0
15226,234-222@628-pmf-skf,The Kimmel Center,"Promoters of Performing Arts, Sports, and Similar Events",711310,421010008043.0
15227,235-222@628-phy-wx5,Northeast Animal Clinic,"Other Professional, Scientific, and Technical Services",541940,421010290003.0
15228,237-224@628-pm9-tn5,Oriental Fusion Grill,Restaurants and Other Eating Places,722511,421010006001.0
15229,238-222@628-pmb-7qz,Walgreens,Health and Personal Care Stores,446110,421010009011.0
15230,239-222@628-pnz-pqf,Hecker's Deli,Restaurants and Other Eating Places,722511,421010379006.0
15231,23c-222@628-pg9-3h5,North Central Towing,Support Activities for Road Transportation,488410,421010169012.0
15232,23d-222@628-pnw-mzf,Trunc,Other Miscellaneous Store Retailers,453920,421010142002.0
15233,23f-222@628-pj7-vmk,New Creature Baptist Church,Religious Organizations,813110,421010293001.0
15234,23m-222@63s-dvv-rc5,Cheap Car Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",524210,421010064003.0
15235,23n-222@628-php-y9z,Chuck's Caribbean Market,Grocery Stores,445110,421010249002.0
15236,23q-223@628-pm4-jn5,Metro by T Mobile Authorized Dealer,Electronics and Appliance Stores,443142,421010024004.0
15237,23t-222@63s-dvr-nkf,Great Taste Restaurant,Restaurants and Other Eating Places,722511,421010069002.0
15238,23z-222@63s-dvy-f4v,Pennsylvania Special Health Care,Home Health Care Services,621610,421010070001.0
15239,25k-223@628-pm4-py9,Lya's Cafe,Restaurants and Other Eating Places,722513,421010024003.0
15240,25z-222@628-pm5-t35,Leonard Cavaliere,Grocery Stores,445110,421010041023.0
15241,zzw-222@628-p82-nt9,Azaad Foods,Restaurants and Other Eating Places,722511,421010313004.0
15242,zzw-222@628-pfy-b49,E Cigs International,Other Miscellaneous Store Retailers,453991,421010213001.0
15243,zzw-222@628-pg2-fpv,ACME Sav-on Pharmacy,Health and Personal Care Stores,446110,421010388003.0
15244,zzw-222@628-pg9-47q,Dick William Sch,Elementary and Secondary Schools,611110,421010152003.0
15245,zzw-222@628-phz-yd9,The Pennsylvania SPCA,"Other Professional, Scientific, and Technical Services",541940,421010383001.0
15246,zzw-222@628-pm8-dqf,Talk Of The Town,Restaurants and Other Eating Places,722511,421010039023.0
15247,zzw-222@628-pmb-ty9,Front Street Dive,Drinking Places (Alcoholic Beverages),722410,421010001001.0
15248,zzw-222@628-pnz-jd9,Club28 Badminton Philadelphia,"Sporting Goods, Hobby, and Musical Instrument Stores",451110,421010379006.0
15249,zzw-222@63s-dvv-vfz,New Life Christian Fellowship Inc,Religious Organizations,813110,421010064003.0
15250,zzw-223@628-pgj-n3q,KicksUSA,Shoe Stores,448210,421010175003.0
15251,zzw-223@628-pmb-5pv,Iron Hill Brewery and Restaurant,Beverage Manufacturing,312120,421010005001.0
15252,zzw-223@628-pmf-ty9,Tenth Presbyterian Church,Religious Organizations,813110,421010012021.0
15253,zzw-223@628-pnx-7h5,Ortlieb's,Drinking Places (Alcoholic Beverages),722410,421010367001.0
15254,zzw-224@628-p84-2ff,ScrubHaven,Clothing Stores,4481,421010344001.0
15255,zzw-224@628-pgj-xkf,Wheel Thing Store,"Automotive Parts, Accessories, and Tire Stores",441320,421010167023.0
15256,zzw-224@628-pmb-6p9,DTR/VILLA,Clothing Stores,448140,421010007002.0
15257,zzw-225@628-pm5-3dv,Rite Aid,Health and Personal Care Stores,446110,421010019003.0
15258,zzw-226@628-pjf-zcq,Tower Health Medical Group Gastroenterology,Offices of Physicians,621111,421010387002.0
15259,zzw-227@628-p74-z75,Furniture Mecca,Furniture Stores,442110,421010331023.0
15260,zzw-228@628-phz-nnq,Coqui Baking,Bakeries and Tortilla Manufacturing,311811,421010192002.0
15261,zzy-222@628-pgb-dsq,Yanni's,Restaurants and Other Eating Places,722513,421010003002.0
15262,zzy-222@628-pjd-qj9,Morris Arboretum,"Museums, Historical Sites, and Similar Institutions",712130,421010387002.0
15263,zzy-222@63s-dw9-xqz,The Famous King Of Pizza,Restaurants and Other Eating Places,722511,421019804001.0
15264,zzy-223@628-pg3-whq,Educationworks At Germantown High School,Child Day Care Services,624410,421010246003.0
15265,zzy-223@628-pg9-vs5,The Belgian Cafe,Restaurants and Other Eating Places,722511,421010134021.0
15266,zzy-223@628-pmf-7dv,Hospital Of Univ Of Pennsylvania,General Medical and Surgical Hospitals,622110,421010369002.0
15267,zzz-222@628-p89-9j9,Kensington and Tacony Trail 1,"Museums, Historical Sites, and Similar Institutions",712190,421010381001.0
15268,222-222@628-pgh-hbk,Fox Street Auto,Automobile Dealers,441120,421010170002.0
15269,222-222@628-phz-89z,Olney Charter High School,Elementary and Secondary Schools,611110,421010286001.0
15270,222-222@628-pm8-rhq,Modell's Sporting Goods,"Sporting Goods, Hobby, and Musical Instrument Stores",451110,421010038002.0
15271,222-222@628-pnw-jvz,Carvana Philadelphia,Automobile Dealers,441120,421010142002.0
15272,222-224@628-pp2-p7q,Byrd Repair Service,Automotive Repair and Maintenance,8111,421010382001.0
15273,223-222@628-p9p-ygk,Pennsylvania Center for Dental Implants and Periodontics,Offices of Dentists,621210,421010355003.0
15274,223-222@628-pg9-b8v,Pentecostal Deliverance Tabernacle,Religious Organizations,813110,421010149001.0
15275,223-222@628-pgf-35z,LaTao HotPot,Restaurants and Other Eating Places,722511,421010088012.0
15276,223-222@628-pm7-z4v,Gaupp Meats,Specialty Food Stores,445210,421010033002.0
15277,223-222@628-pzp-2zf,Ninja Sushi Hibachi,Restaurants and Other Eating Places,722513,421010365012.0
15278,224-222@628-p9p-ygk,Einstein Center One,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,421010355003.0
15279,224-222@63s-dvr-xqz,Charles Smith Barber Shop,Personal Care Services,81211,421010071011.0
15280,224-223@63s-dvr-7kf,Buddy and kids,"Sporting Goods, Hobby, and Musical Instrument Stores",451120,421010066004.0
15281,225-222@628-pgj-f4v,A M E Union Church,Religious Organizations,813110,421010140002.0
15282,225-222@628-pm7-wtv,Chaura's Seafood,Restaurants and Other Eating Places,722511,421010033002.0
15283,225-222@628-pmb-5mk,BRU Craft & Wurst,Restaurants and Other Eating Places,722511,421010006001.0
15284,226-222@628-pgj-x3q,Kipp Philadelphia Charter School,Elementary and Secondary Schools,611110,421010174002.0
15285,226-222@628-ph6-kfz,Robola Pizza & Grill,Restaurants and Other Eating Places,722513,421010119002.0
15286,226-222@628-pmb-z2k,New Town Restaurant,Restaurants and Other Eating Places,722511,421010376001.0
15287,226-222@628-pmc-2hq,Our Brother's Place Men's Day Shelter,"Community Food and Housing, and Emergency and Other Relief Services",624221,421010376001.0
15288,226-222@63s-dvz-hdv,Saint Cyprian Roman Catholic Church,Religious Organizations,813110,421010083013.0
15289,227-222@628-p7y-hbk,DaVita,Outpatient Care Centers,621492,421010307002.0
15290,227-222@628-pmb-wrk,Winglee Food Processing,Grocery Stores,445110,421010376001.0
15291,22b-222@628-p8j-85f,Balasa Leonard J Dentist,Offices of Dentists,621210,421010330006.0
15292,22b-222@628-p9w-4gk,Avon Optical,Offices of Other Health Practitioners,621320,421010357012.0
15293,22b-222@628-pm3-x89,Fountain Porter,Drinking Places (Alcoholic Beverages),722410,421010028023.0
15294,22b-222@628-pm4-snq,Sunshine Laundromat,Drycleaning and Laundry Services,812320,421010028023.0
15295,22c-222@628-pjf-qmk,Hokka Hokka Japanese Restaurant,Restaurants and Other Eating Places,722511,421010231001.0
15296,22d-222@628-p7y-dn5,China Panda,Restaurants and Other Eating Places,722511,421010306003.0
15297,22d-222@628-pzp-2zf,Health Heaven,Health and Personal Care Stores,446191,421010365012.0
15298,22f-222@63s-dvv-rtv,Early Years Development Center,Child Day Care Services,624410,421010063004.0
15299,22g-222@628-pg4-6c5,Einstein Physicians Germantown Avenue,Offices of Physicians,621111,421010246001.0
15300,22g-222@628-pm6-st9,Full Gospel Deaf Fellowship,Religious Organizations,813110,421010036004.0
15301,22g-223@63s-dvp-qmk,Caribbean Cuisine,Restaurants and Other Eating Places,722511,421010082004.0
15302,22h-222@628-ph5-rzf,Black River Financial Services,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",5412,421010114004.0
15303,22k-222@628-pmb-6p9,Wendy's,Restaurants and Other Eating Places,722513,421010004022.0
15304,22k-223@628-phm-bkz,Green Callaloo Lounge,Restaurants and Other Eating Places,722511,421010269002.0
15305,22p-222@628-pmb-d35,The Gold Standard Cafe,Restaurants and Other Eating Places,722511,421010015002.0
15306,22q-222@628-pg9-btv,Lanova Pizza Exp & Halal Grill,Restaurants and Other Eating Places,722511,421010148001.0
15307,22r-222@628-pm9-zvf,South Street Magic,"Sporting Goods, Hobby, and Musical Instrument Stores",451120,421010016001.0
15308,22t-222@628-p74-vs5,Little Ducklings Daycare & Preschool,Child Day Care Services,624410,421010331023.0
15309,22t-222@628-p8d-n3q,R& D Christmas Trees & More,"Greenhouse, Nursery, and Floriculture Production",111421,421010294002.0
15310,22t-222@63s-dvw-xkf,Hallelujah Storm's Beauty Salon,Personal Care Services,81211,421010084002.0
15311,22v-222@628-pfx-k2k,Paper Street Pub,Drinking Places (Alcoholic Beverages),722410,421010215002.0
15312,22w-222@628-p8f-6hq,7-Eleven,Grocery Stores,445120,421010184002.0
15313,22z-222@628-pm9-t7q,Paprica Modern Mediterranean Grill,Restaurants and Other Eating Places,722511,421010006001.0
15314,232-222@628-pj3-tgk,Diamond Nail Salon,Personal Care Services,81211,421010283007.0
15315,233-222@628-pnw-py9,George's Pizza,Restaurants and Other Eating Places,722511,421010144002.0
15316,234-222@628-pfw-mtv,Best Transmission,Automotive Repair and Maintenance,8111,421010240004.0
15317,239-223@628-pm4-rx5,Dr Kenneth Winokur,Drugs and Druggists' Sundries Merchant Wholesalers,424210,421010027022.0
15318,23d-222@628-phy-wx5,Rene's Arch Day Care Center Llc,Child Day Care Services,624410,421010290004.0
15319,23f-222@628-p8d-j9z,Joe Pirrone Transmissions,Automotive Repair and Maintenance,8111,421010294002.0
15320,23j-222@628-pm4-cdv,The Thirsty Soul,Restaurants and Other Eating Places,722511,421010039011.0
15321,23k-222@628-php-v9f,Espinal Groceries,Grocery Stores,445110,421010277005.0
15322,23m-222@628-pgh-8vz,Jaquez Mini Market,Grocery Stores,445110,421010201013.0
15323,23q-222@628-pgh-bzf,Lee Breakfast,Restaurants and Other Eating Places,722511,421010201012.0
15324,23q-222@628-pm5-nyv,Fireside Tavern,Drinking Places (Alcoholic Beverages),722410,421010372004.0
